Name	Type	Class	Power	Hit	PP
ブラッドムーン	ノーマル	特殊	140	100	5
みずあめボム	くさ	特殊	60	85	10
シードフレア	くさ	特殊	120	85	5
ダークホール	あく	変化	0	50	10
ほたるび	むし	変化	0	100	20
ブレイブチャージ	エスパー	変化	0	100	15
どくのいと	どく	変化	0	100	20
エレクトロビーム	でんき	特殊	130	100	10
テラクラスター	ノーマル	特殊	120	100	5
きまぐレーザー	ドラゴン	特殊	80	100	5
かえんのまもり	ほのお	変化	0	100	10
じんらい	でんき	特殊	70	100	5
パワフルエッジ	いわ	物理	95	100	5
タキオンカッター	はがね	特殊	50	100	10
ハードプレス	はがね	物理	0	100	10
ドラゴンエール	ドラゴン	変化	0	100	15
みわくのボイス	フェアリー	特殊	80	100	10
やけっぱち	ほのお	物理	75	100	10
サンダーダイブ	でんき	物理	100	95	15
サイコノイズ	エスパー	特殊	75	100	10
はやてがえし	かくとう	物理	65	100	15
スケッチ	ノーマル	変化	0	100	1
サイコブースト	エスパー	特殊	140	90	5
くちばしキャノン	ひこう	物理	100	100	15
